"week_start","rt_cori_mean","rt_cori_q025","rt_cori_q975","rt_seir_v2"
2019-09-02,1.2920075165026,1.1532529204248,1.43853004326255,NA
2019-09-09,1.03508943659721,0.923415784035593,1.15304541174516,NA
2019-09-16,1.04306262383624,0.934798567126106,1.15717465218811,NA
2019-09-23,1.00598970255221,0.903468079188388,1.11394162238008,NA
2019-09-30,0.998853003661978,0.896530618533964,1.10662486224366,NA
2019-10-07,1.04709289839951,0.944272437765694,1.15515232850052,NA
2019-10-14,1.04314687638897,0.946456700419801,1.1444730771186,NA
2019-10-21,0.996685801274374,0.904712799109932,1.09304737400149,NA
2019-10-28,1.09484805515542,1.00222956607171,1.19150681034313,NA
2019-11-04,1.08026980020532,0.998324287411114,1.16540403827027,NA
2019-11-11,1.06579465717063,0.99163787700734,1.14258903447656,NA
2019-11-18,1.0946081251208,1.0263969778389,1.16498539688365,NA
2019-11-25,1.11853017264935,1.05811606291179,1.18060108482858,NA
2019-12-02,1.14527321046889,1.09339258414157,1.19834276558276,NA
2019-12-09,1.15534031721509,1.11232568903359,1.1991618908128,NA
2019-12-16,1.11204063585139,1.07665052707569,1.14799592352884,NA
2019-12-23,1.10533060973509,1.07476604683745,1.1363182941356,NA
2019-12-30,1.00915068286376,0.982415827253312,1.03623944787155,NA
2020-01-06,0.993226391049617,0.966765583086055,1.02003948267498,NA
2020-01-13,0.949466674715924,0.922763915702219,0.97654518150384,NA
2020-01-20,0.950808846737082,0.922189069027343,0.979860052689534,NA
2020-01-27,0.893559783996586,0.863097683720752,0.924544033310955,NA
2020-02-03,0.824288955938795,0.789068365695393,0.860272740821253,NA
2020-02-10,0.867195500706275,0.821558701433293,0.914051778512864,NA
2020-02-17,0.891689329407019,0.836919049293074,0.948174422108257,NA
2020-02-24,0.867427864386968,0.804074644784044,0.933157604374274,NA
2020-03-02,0.828613423897908,0.752492948530723,0.908370672806938,NA
2020-03-09,0.915232355229587,0.81701714194552,1.01894603376415,NA
2020-03-16,1.00196782874865,0.89175828923118,1.11850553429299,NA
2020-03-23,1.00053770760804,0.890713160699049,1.11665450967599,NA
2020-03-30,0.958777399293226,0.848469444860947,1.07573102880198,NA
2020-04-06,1.03163920781604,0.914801363455412,1.15539840832828,NA
2020-04-13,0.89837743146188,0.786326456394848,1.01780164675865,NA
2020-04-20,1.03250114997846,0.902408491875578,1.17122872344341,NA
2020-04-27,0.885033431845302,0.760652336175913,1.0187260791763,NA
2020-05-04,1.08692924014685,0.939041434162203,1.24548885837318,NA
2020-05-11,1.00437078516617,0.872070620862633,1.14587784724242,NA
2020-05-18,1.03550835441162,0.902825439757147,1.17715672447887,NA
2020-05-25,1.02483842144274,0.897825514555382,1.16013209427273,NA
2020-06-01,0.981374928869674,0.858143478598883,1.11275485936813,NA
2020-06-08,0.913398969708031,0.786605505769971,1.04954323357804,NA
2020-06-15,0.978674946533175,0.834544040468099,1.13411834933538,NA
2020-06-22,0.975124154052085,0.826371952603193,1.13600717313582,NA
2020-06-29,1.00317198117512,0.848137391109178,1.17102787439819,NA
2020-07-06,1.019179986984,0.863940584849462,1.18705708337611,NA
2020-07-13,1.0027484889451,0.849551059685813,1.16845954067039,NA
2020-07-20,1.13718589230599,0.984606412437697,1.30062207864647,NA
2020-07-27,0.9308621543271,0.801967721876913,1.06923491426978,NA
2020-08-03,1.0414494373673,0.897905071721634,1.19548563561626,NA
2020-08-10,0.991130133180833,0.854607828008376,1.13762135951181,NA
2020-08-17,1.07504228056386,0.936343778426776,1.22318789019123,NA
2020-08-24,0.946016948966808,0.82004430055513,1.08086657140382,NA
2020-08-31,0.946713411768384,0.809812579976844,1.09415379156426,NA
2020-09-07,0.989771872155824,0.841388377932769,1.15002839835721,NA
2020-09-14,1.0632327146953,0.912721980751903,1.22506788351638,NA
2020-09-21,0.906559729357367,0.767608959917255,1.05692557439688,NA
2020-09-28,1.01882624803192,0.858687614419622,1.19245609051754,NA
2020-10-05,0.927134160249184,0.770835955380286,1.09766579603287,NA
2020-10-12,1.02188192827879,0.846245753042732,1.21383623582957,NA
2020-10-19,1.09311950075001,0.921857207676409,1.2787738019466,NA
2020-10-26,1.0415189227129,0.887365225172575,1.20784207481038,NA
2020-11-02,1.1847203499576,1.03869263805438,1.34025252961558,NA
2020-11-09,1.04013025190531,0.923487526540176,1.1636099237179,NA
2020-11-16,0.9864111072177,0.875063048430087,1.10433150826623,NA
2020-11-23,0.942586299861793,0.82862809583535,1.06378457848306,NA
2020-11-30,1.00576054366312,0.881744239369773,1.13781813850527,NA
2020-12-07,1.00970329385896,0.88606435081226,1.1412999414267,NA
2020-12-14,1.07302233617054,0.951063430070484,1.20223721932378,NA
2020-12-21,0.897385507246058,0.786707002362848,1.01526276655651,NA
2020-12-28,0.926585292168543,0.796925667157056,1.06588174518164,NA
2021-01-04,1.0673486345197,0.923728538862627,1.22120242961983,NA
2021-01-11,0.997896192981392,0.86618370234094,1.13879475083701,NA
2021-01-18,0.964322933608183,0.831550578008219,1.10678843120622,NA
2021-01-25,0.920787938163427,0.780816497612613,1.07214414413319,NA
2021-02-01,1.00586605231576,0.84748054424671,1.1776215745176,NA
2021-02-08,1.13252821245927,0.976025661912015,1.30052322738704,NA
2021-02-15,0.903158314920688,0.770910789788138,1.04575087424202,NA
2021-02-22,0.915408908570549,0.761361458392632,1.08345470164166,NA
2021-03-01,1.09238179428139,0.917747304344512,1.28202516517104,NA
2021-03-08,1.11644735050727,0.961491456413081,1.28282783738223,NA
2021-03-15,0.969049752221852,0.834349590451667,1.11368555274559,NA
2021-03-22,1.02442599125433,0.882424026028414,1.176868079062,NA
2021-03-29,1.01750772679242,0.879596694534241,1.1653150117269,NA
2021-04-05,0.99390506508047,0.858329760760736,1.13927614881948,NA
2021-04-12,1.00147164724923,0.864028406358479,1.14891084932681,NA
2021-04-19,0.97701171397089,0.839365943548706,1.12495658670808,NA
2021-04-26,0.951977093194328,0.808862579594644,1.10658271372554,NA
2021-05-03,1.05564915593412,0.901781166206437,1.2214652134376,NA
2021-05-10,1.01772896854211,0.874475735329445,1.17168902707084,NA
2021-05-17,0.92965563381242,0.788629512674828,1.08212461362915,NA
2021-05-24,1.05134904262781,0.894683906107558,1.22047366152588,NA
2021-05-31,0.969006963720711,0.822161430019395,1.12774434046572,NA
2021-06-07,0.997761960230392,0.843277652759716,1.16504798562088,NA
2021-06-14,0.966605123758684,0.810150656559725,1.13667202727932,NA
2021-06-21,1.1149851153926,0.950879571596436,1.29198590183663,NA
2021-06-28,0.923761139517166,0.781438062044788,1.07783532224354,NA
2021-07-05,1.05401173237395,0.893682333214669,1.22738132321073,NA
2021-07-12,0.998771752072035,0.848847313891802,1.16070908939211,NA
2021-07-19,1.023535707767,0.872621225743497,1.18631099726515,NA
2021-07-26,0.875691965915564,0.728967394784061,1.03572305254482,NA
2021-08-02,1.0904558657054,0.913577296484353,1.28277863157958,NA
2021-08-09,0.913573875099686,0.756428497429016,1.08536289936695,NA
2021-08-16,0.990402336568964,0.81051287924627,1.18805168776686,NA
2021-08-23,0.944376882025963,0.761000188956224,1.14726670660124,NA
2021-08-30,1.06960634866765,0.869443938835666,1.29020946070659,NA
2021-09-06,0.973329277970608,0.788870606187172,1.17688282869301,NA
2021-09-13,1.04487781339321,0.851276213333235,1.25802433936583,NA
2021-09-20,0.944073111113072,0.760350971876992,1.14739644919924,NA
2021-09-27,1.00116763915655,0.799697151095867,1.22493114794132,NA
2021-10-04,1.0145238970819,0.810853096681321,1.24067187873069,NA
2021-10-11,1.08681908373978,0.884179355814761,1.31007504383443,NA
2021-10-18,1.09776065195863,0.914375349708301,1.29767732968085,NA
2021-10-25,1.11738150484556,0.953295257145615,1.29433227278028,NA
2021-11-01,1.19060311598529,1.04922297881708,1.34082650262726,NA
2021-11-08,1.06430579552388,0.952169390790867,1.18259644876413,NA
2021-11-15,0.965741768053756,0.861926515928477,1.0753768040351,NA
2021-11-22,0.977197016149124,0.868047023529866,1.09271820367094,NA
2021-11-29,0.897370417464826,0.784805593145417,1.01738610989555,NA
2021-12-06,0.998196979238129,0.867235153121918,1.13823352807159,NA
2021-12-13,0.959013136059262,0.827859872119748,1.09967278282236,NA
2021-12-20,0.977675140699656,0.837724814983052,1.12827778303719,NA
2021-12-27,1.04446328707721,0.900128695377916,1.19937648074253,NA
2022-01-03,0.893606000117553,0.757412465827312,1.04092654103923,NA
2022-01-10,1.01378883023547,0.852754003217991,1.18854781582541,NA
2022-01-17,1.1058657562654,0.947825178114003,1.27593099537886,NA
2022-01-24,1.0218640349142,0.883214877165449,1.17047382324919,NA
2022-01-31,0.965084735254706,0.828782180509066,1.11161489482365,NA
2022-02-07,1.11275474117996,0.968601962906381,1.26678246846246,NA
2022-02-14,1.13914352093974,1.01453362613029,1.27088308659083,NA
2022-02-21,1.04398071506702,0.938996673320296,1.15444865465756,NA
2022-02-28,0.989173434917725,0.88936493545634,1.09421350923428,NA
2022-03-07,1.0352408566048,0.933343582087237,1.14234242932506,NA
2022-03-14,1.06687023030525,0.969766395881286,1.16854343395873,NA
2022-03-21,0.972730369672259,0.883510764192247,1.06618091168341,NA
2022-03-28,0.983545614526554,0.890598150166281,1.08104047952335,NA
2022-04-04,0.935295771673902,0.840199867461596,1.03542063759303,NA
2022-04-11,0.978764142744993,0.874372639470754,1.08895766360224,NA
2022-04-18,0.957914841488478,0.850759687903532,1.07133656409102,NA
2022-04-25,0.882456148279199,0.768835561164418,1.00381561624041,NA
2022-05-02,1.00948286395039,0.874237133926552,1.15431386013882,NA
2022-05-09,0.981608983174928,0.848271916807391,1.12453769004649,NA
2022-05-16,0.966892723035663,0.829167740193132,1.11504629145113,NA
2022-05-23,1.02430352415964,0.879505383665594,1.17997481343952,NA
2022-05-30,0.982012457799921,0.841223718697597,1.13353554565187,NA
2022-06-06,1.00111046631101,0.85580407144996,1.15764294509425,NA
2022-06-13,0.995800858803511,0.849591659786153,1.15344786453487,NA
2022-06-20,1.07058305432117,0.922501725271249,1.22953342782276,NA
2022-06-27,1.06573457078575,0.929997321799276,1.21058786381883,NA
2022-07-04,1.05103503974556,0.925414705652108,1.18453694822564,NA
2022-07-11,1.08642283439669,0.968509303103442,1.21101832623119,NA
2022-07-18,1.03676395182688,0.930913076121723,1.14823297383803,NA
2022-07-25,1.015643713555,0.914394924281678,1.12213227333317,NA
2022-08-01,0.983397703719667,0.883624819905266,1.08843090550282,NA
2022-08-08,1.06499828974973,0.962767354490525,1.1723167493355,NA
2022-08-15,1.00956609989717,0.915482537135427,1.1081853491921,NA
2022-08-22,1.02541495087024,0.93199587986377,1.1232323113647,NA
2022-08-29,1.04821759062036,0.957741714503398,1.14271982529403,NA
2022-09-05,1.03305623718827,0.948105607268553,1.1215999961074,NA
2022-09-12,0.970141628209906,0.888630242936652,1.05517935398369,NA
2022-09-19,0.981351182358902,0.895816781987763,1.07073008823519,NA
2022-09-26,1.08515628051095,0.997586647179127,1.176361363765,NA
2022-10-03,1.02382469472085,0.94539408379012,1.10533622746617,NA
2022-10-10,1.01094509548488,0.934471835327594,1.09038325368648,NA
2022-10-17,1.07372512969556,0.998220548696231,1.15194563435071,NA
2022-10-24,1.08476268485755,1.01625812515048,1.15547202431352,NA
2022-10-31,1.05515244617342,0.993530689824317,1.11860284802729,NA
2022-11-07,1.09885133897867,1.0415967090083,1.15761820734276,NA
2022-11-14,1.04396172324049,0.993516539493958,1.09563878177548,NA
2022-11-21,1.03543352666047,0.987675751229462,1.08430322952523,NA
2022-11-28,1.06343839623436,1.01754430199321,1.11033156976873,NA
2022-12-05,1.21207564795596,1.17035043186625,1.25452535525147,NA
2022-12-12,1.11608119348347,1.08401571194583,1.14860822091049,NA
2022-12-19,1.07726830253687,1.04959217509654,1.10529982859458,NA
2022-12-26,1.03422370718859,1.00921042849378,1.05953895748793,NA
2023-01-02,0.956631665785168,0.932733328600853,0.980828236773303,NA
2023-01-09,0.898253649517761,0.872901668671335,0.923964217428007,NA
2023-01-16,0.873955099044073,0.844686163466639,0.903716971626053,NA
2023-01-23,0.930592598344635,0.895584856723524,0.966262551657647,NA
2023-01-30,0.890607820869405,0.852287094948932,0.929761314623666,NA
2023-02-06,0.929924784974949,0.885043033055012,0.975901694119455,NA
2023-02-13,0.977189265869977,0.927934667541927,1.02769971949026,NA
2023-02-20,0.919586752672776,0.868850410474258,0.971744265717753,NA
2023-02-27,0.995204927514406,0.938224003331811,1.05384189884216,NA
2023-03-06,1.00836729052622,0.951190457998655,1.06718934803009,NA
2023-03-13,0.997632849240383,0.940982966616886,1.05591521315556,NA
2023-03-20,1.0312060331069,0.974266339392507,1.08974024648255,NA
2023-03-27,1.05123480694668,0.99663339380284,1.10727238348928,NA
2023-04-03,1.04440986915124,0.993292053619824,1.09679258850555,NA
2023-04-10,1.06151696955866,1.01330969594792,1.11082933622136,NA
2023-04-17,1.0366240127081,0.992099310885485,1.08211249915034,NA
2023-04-24,1.04439245529801,1.00191630453304,1.08773830643552,NA
2023-05-01,1.0395714201245,0.999558758883158,1.0803584714691,NA
2023-05-08,0.993024607096904,0.954962769058251,1.03181982374096,NA
2023-05-15,1.02778770203528,0.989327859433476,1.06697076030449,NA
2023-05-22,1.0011857074472,0.964199219803603,1.03885858196924,NA
2023-05-29,0.950337561985252,0.913403642007663,0.987993607981559,NA
2023-06-05,0.931330752905937,0.891717955125962,0.971793015760595,NA
2023-06-12,0.960806268115992,0.917207628356829,1.00540320736369,NA
2023-06-19,0.970176786947094,0.92419676799369,1.01725747398813,NA
2023-06-26,1.0035216993949,0.955615861864654,1.05258270231572,NA
2023-07-03,1.01231032206789,0.964657009186237,1.06109636154925,NA
2023-07-10,1.01258229751324,0.965678254436546,1.06058300706752,NA
2023-07-17,1.01081491741326,0.964718484417227,1.0579720311651,NA
2023-07-24,0.969992350174221,0.924534575536877,1.01652591208361,NA
2023-07-31,0.969944873497669,0.922566639275955,1.01849293539772,NA
2023-08-07,0.931479269493991,0.882128951494313,0.982154989033931,NA
2023-08-14,0.971236400136136,0.91686015830962,1.02715708541132,NA
2023-08-21,0.971597763158569,0.915144965039352,1.02971650280519,NA
2023-08-28,0.976492069834047,0.917680318213407,1.03710471727076,NA
2023-09-04,1.03050065578106,0.969662153607964,1.09316443108522,NA
2023-09-11,1.07513872837264,1.01670077576303,1.13518803894221,NA
2023-09-18,1.1103893648773,1.05757691547269,1.16447248063447,NA
2023-09-25,1.04482865098315,0.999123070176801,1.09154228576392,NA
2023-10-02,0.907542251390346,0.864290474423065,0.951837141120229,NA
2023-10-09,1.03770951761533,0.988094938835511,1.08852289290885,NA
2023-10-16,1.08494083577705,1.03780623747523,1.13310882883914,NA
2023-10-23,1.17833325228014,1.13650846866968,1.22090608949288,NA
2023-10-30,1.07033828515323,1.03695155658166,1.104246873727,NA
2023-11-06,0.96007636470313,0.929433199718627,0.991209769406856,NA
2023-11-13,1.04105432232176,1.00853046291992,1.07408732454923,NA
2023-11-20,1.07728017903231,1.04665483287258,1.10834133389326,NA
2023-11-27,1.02295444029639,0.995191071123842,1.05109447634772,NA
2023-12-04,1.0691040597658,1.04224050853064,1.09630489117174,NA
2023-12-11,0.970756072963248,0.946260977306475,0.995559904518405,NA
2023-12-18,0.925337409747369,0.899679620811247,0.95135125223686,NA
2023-12-25,1.0507180874017,1.0222624137714,1.07955916196496,NA
2024-01-01,1.01649975641555,0.990030474608747,1.04331337230302,NA
2024-01-08,0.95551695716818,0.929613371232143,0.981771699912606,NA
2024-01-15,0.919630445612639,0.892069409455567,0.947605427780536,NA
2024-01-22,0.930421578104385,0.899548477396814,0.96180867263199,NA
2024-01-29,0.964351232002479,0.930358597963428,0.998945341422634,NA
2024-02-05,0.986451698636165,0.950857467359793,1.02269084317664,NA
2024-02-12,0.945014075582109,0.908849848905107,0.98187441281044,NA
2024-02-19,0.90752870917879,0.868517770602373,0.94738596820149,NA
2024-02-26,0.925078020311219,0.88058506193051,0.970652997129574,NA
2024-03-04,0.975448176987122,0.925994961134046,1.02616981231411,NA
2024-03-11,1.04814804229974,0.997270458007931,1.10027405717934,NA
2024-03-18,0.96442971673935,0.916678697720185,1.0133764168717,NA
2024-03-25,1.00593560613874,0.955626913335396,1.05751669470828,NA
2024-04-01,0.995166391489935,0.945361180081885,1.04623217257595,NA
2024-04-08,0.964421324097633,0.914288621773824,1.01587358890397,NA
2024-04-15,0.941032499727439,0.888334926276206,0.995227974331657,NA
2024-04-22,0.967480575056631,0.910280127664215,1.02639958952482,NA
2024-04-29,0.954852994793871,0.895093635398474,1.01651674265871,NA
2024-05-06,0.981526990727114,0.917907739669409,1.04724773506543,NA
2024-05-13,0.96686632767065,0.901565842121483,1.03441793544619,NA
2024-05-20,1.02122134765155,0.952843168280709,1.09193553599655,NA
2024-05-27,0.993806685867522,0.927415929978958,1.06246003660609,NA
2024-06-03,0.970762727750703,0.903688545693181,1.04020432767275,NA
2024-06-10,0.969733060849211,0.899814364363686,1.04223098175261,NA
2024-06-17,0.981585602232377,0.908628134399596,1.05732041755445,NA
2024-06-24,0.996672575297044,0.921772261787984,1.07445693090166,NA
2024-07-01,1.01221129493814,0.936863660720789,1.09043171157657,NA
2024-07-08,1.02015789956595,0.946028050653551,1.09704425823737,NA
2024-07-15,0.983989383799132,0.911570838050006,1.05913671762037,NA
2024-07-22,1.04834670957517,0.974164017989058,1.12521390365634,NA
2024-07-29,1.04381052310322,0.974217296406622,1.11577116712672,NA
2024-08-05,1.03681506551981,0.971053955907433,1.10470053247401,NA
2024-08-12,1.00458612178092,0.941823558602135,1.06934448469143,NA
2024-08-19,1.00380611904914,0.941423237239131,1.06816195699336,NA
2024-08-26,0.934686687869486,0.872567598374836,0.998913284485223,NA
2024-09-02,0.981052932316533,0.91298995041313,1.05152824227421,NA
2024-09-09,0.891844847335712,0.822126103197662,0.964367451305101,NA
2024-09-16,1.02837229845113,0.94691928643118,1.11313891446214,NA
2024-09-23,0.914265896515911,0.836364994983068,0.995592076678055,NA
2024-09-30,0.9255095257843,0.836965251055378,1.01844543136876,NA
2024-10-07,1.02289542685915,0.924660163272386,1.12601920521617,NA
2024-10-14,1.01027631229451,0.915049086349304,1.11014956388798,NA
2024-10-21,1.00149783935214,0.907290392680163,1.10029170544696,NA
2024-10-28,0.986278806288964,0.891943274389031,1.08528835896378,NA
2024-11-04,1.0152486618821,0.918682438229982,1.11657156153343,NA
2024-11-11,1.0591744567795,0.964558441454967,1.15815591884546,NA
2024-11-18,1.01217532073222,0.924214083884115,1.1040778048698,NA
2024-11-25,1.07885725041953,0.991979085946385,1.16933382325458,NA
2024-12-02,1.10651977368019,1.02755066259501,1.18837687395841,NA
2024-12-09,1.27064081961071,1.20217181785137,1.34099641461396,NA
2024-12-16,1.32609784664985,1.27727052722928,1.37583849269621,NA
2024-12-23,1.31146007889036,1.27884444706343,1.34448439532524,NA
2024-12-30,1.11122947706378,1.08869728893823,1.13398951117183,NA
2025-01-06,0.970661852207497,0.951074248972105,0.990446406247871,NA
2025-01-13,0.879085457974822,0.858701027975475,0.899706419772044,NA
2025-01-20,0.850385188175397,0.826168868343555,0.874947874637243,NA
2025-01-27,0.892341546328902,0.862379434482702,0.922809117040144,NA
2025-02-03,0.80056562008004,0.766134382774603,0.835749809286606,NA
2025-02-10,0.924940201682461,0.878258298955657,0.97281440192913,NA
2025-02-17,0.92463133111999,0.873286005923081,0.977424094156751,NA
2025-02-24,0.973258225228226,0.916148348332845,1.03207053091538,NA
2025-03-03,0.990679565834702,0.931322074479536,1.05184492919897,NA
2025-03-10,1.09815768300678,1.03820562845392,1.15977127605912,NA
2025-03-17,1.06611661485266,1.01333030068416,1.12022503180286,NA
2025-03-24,1.07048615206948,1.02201561527576,1.12006460685127,NA
2025-03-31,1.05172414242032,1.00740482211153,1.09698448496783,NA
2025-04-07,1.08308873879092,1.04179791635307,1.12517149590556,NA
2025-04-14,0.992273804828315,0.955247998455247,1.02999381027851,NA
2025-04-21,0.923773066641961,0.886311109028565,0.962000492974825,NA
2025-04-28,0.907917302534163,0.866176209336089,0.950628240267492,NA
2025-05-05,0.955910327098066,0.908433620538478,1.00457957514242,NA
2025-05-12,0.934077849024739,0.883870909052764,0.985653307093127,NA
2025-05-19,0.898757848390251,0.843777425556085,0.955452269005303,NA
2025-05-26,0.945191831872767,0.881602250051418,1.01096514890242,NA
2025-06-02,0.989508815930559,0.921164888161595,1.06026370211522,NA
2025-06-09,0.942689279969463,0.873386914442407,1.0146015250776,NA
2025-06-16,0.990570125860829,0.915450348094097,1.06860985780501,NA
2025-06-23,0.939519832157987,0.863446155612562,1.01876161894459,NA
2025-06-30,1.01470262218492,0.931690519897874,1.10120685343305,NA
2025-07-07,1.00794642494762,0.926617109580015,1.09264795414399,NA
2025-07-14,1.00908881428464,0.928449846879781,1.09303789283393,NA
2025-07-21,0.997011778482038,0.917086871379443,1.08022826735451,NA
2025-07-28,1.03513049296751,0.954896940901642,1.11855503634977,NA
2025-08-04,0.963991943279773,0.887192602839439,1.04393465839231,NA
2025-08-11,1.04289212575227,0.96192711334384,1.1270831406288,NA
2025-08-18,1.0247450183465,0.948240791578399,1.10417514016539,NA
2025-08-25,1.03048712705415,0.956357734989299,1.10734450703074,NA
2025-09-01,0.98674595438928,0.915373702875838,1.06075950563157,NA
2025-09-08,1.02041457533003,0.947473927621317,1.09602177578342,NA
2025-09-15,1.04333985754808,0.972320102870638,1.11682808241896,NA
2025-09-22,1.05726353245023,0.989834109684016,1.12688475183191,NA
2025-09-29,1.15272238733992,1.09061521761185,1.21653010407587,NA
2025-10-06,1.02084048786314,0.969782414734308,1.07319010885567,NA
2025-10-13,0.856592371687637,0.806503165448536,0.908176351285913,NA
2025-10-20,1.19598079610554,1.13433812416812,1.25924148875435,NA
2025-10-27,1.20279858609399,1.15478194274465,1.25178477297183,NA
2025-11-03,1.27803295553323,1.24127725547919,1.31532161483367,NA
2025-11-10,1.10748578740172,1.08114756056137,1.13413693917051,NA
2025-11-17,1.04723518889242,1.02422540315015,1.07049708362974,NA
2025-11-24,1.0009783245085,0.979347420214483,1.02284222878212,NA
2025-12-01,0.946334465927479,0.924714506873567,0.968200920931962,NA
2025-12-08,0.939595050578279,0.916283303794733,0.963195726565776,NA
2025-12-15,0.940800556299419,0.915459458241324,0.966482987903253,NA
2025-12-22,0.968069807788185,0.940564322134826,0.995966223205868,NA
2025-12-29,0.990022540079443,0.961258144009992,1.019205084231,NA
2026-01-05,1.05888613026589,1.0298095532225,1.08836208594703,NA
2026-01-12,1.02941075293122,1.00253211826416,1.05664003987592,NA
2026-01-19,1.02345030881796,0.997596873796145,1.04962989772248,NA
2026-01-26,0.987299444863642,0.962185938972485,1.01273199045736,NA
2026-02-02,1.03323373865694,1.00770090021134,1.05908163057956,NA
2026-02-09,0.983052461141651,0.958672393246265,1.0077344236424,NA
2026-02-16,0.944283902716134,0.919386481684657,0.969509560689776,NA
2026-02-23,0.8170751254446,0.79037725851742,0.844213647806417,NA
2026-03-02,0.915014604512892,0.87971608980877,0.950998196482942,NA
2026-03-09,0.958272654938742,0.918776154401687,0.998588869342346,NA
2026-03-16,1.00549049432611,0.963743598269217,1.04811012641372,NA
2026-03-23,0.983152815705951,0.941808357104415,1.02537300813419,NA
2026-03-30,0.945720074665043,0.903452918681859,0.988940504591683,NA
2026-04-06,0.902340686057246,0.857287261468098,0.948533246386389,NA
