feature,permutation_importance,native_shap_importance
temp_avg,0.0,0.059836
temp_min,0.0,0.035304
humidity,0.0,0.05662
wind_speed,0.0,0.053098
rainfall,0.0,0.045586
pressure,0.0,0.036575
sunshine,0.0,0.037748
temp_std,0.0,0.043918
vax_coverage,0.0,2e-06
ari_사람_보카바이러스,0.0,0.0
ari_아데노바이러스,0.0,0.0
ari_계,0.0,0.0
ari_인플루엔자_바이러스,0.0,0.0
ari_호흡기세포융합바이러스(rsv),0.0,0.0
ari_클라미디아균,0.0,0.0
ari_파라인플루엔자바이러스,0.0,0.0
ari_사람_메타뉴모바이러스,0.0,0.0
ari_리노바이러스,0.0,0.0
ari_마이코플라즈마균,0.0,0.0
ari_사람_코로나바이러스(계절),0.0,0.0
ari_코로나19_바이러스,0.0,0.0
dis_홍역,0.0,0.0
dis_세균성이질,0.0,0.0
dis_마버그열,0.0,0.0
dis_중동호흡기증후군mers,0.0,0.0
dis_폐렴구균_감염증,0.0,0.0
dis_야토병,0.0,0.0
dis_한센병,0.0,0.0
dis_라싸열,0.0,0.0
dis_장티푸스,0.0,0.0
dis_에볼라바이러스병,0.0,0.0
dis_동물인플루엔자_인체감염증,0.0,0.0
dis_신종감염병증후군,0.0,0.0
dis_콜레라,0.0,0.0
dis_폴리오,0.0,0.0
dis_남아메리카출혈열,0.0,0.0
dis_리프트밸리열,0.0,0.0
dis_보툴리눔독소증,0.0,0.0
dis_페스트,0.0,0.0
dis_디프테리아,0.0,0.0
dis_유행성이하선염,0.0,0.0
dis_크리미안콩고출혈열,0.0,0.0
dis_b형헤모필루스인플루엔자,0.0,0.0
dis_중증급성호흡기증후군sars,0.0,0.0
dis_신종인플루엔자,0.0,0.0
dis_백일해,0.0,0.0
dis_파라티푸스,0.0,0.0
dis_두창,0.0,0.0
dis_탄저,0.0,0.0
dis_a형간염,0.0,0.0
dis_수막구균_감염증,0.0,0.0
dis_장출혈성대장균감염증,0.0,0.0
dis_수두,0.0,0.0
dis_라임병,0.0,0.0
dis_신증후군출혈열,0.0,0.0
dis_유비저,0.0,0.0
dis_뎅기열,0.0,0.0
dis_발진티푸스,0.0,0.0
dis_b형간염,0.0,0.0
dis_중증열성혈소판감소증후군sfts,0.0,0.0
dis_큐열,0.0,0.0
dis_성홍열,0.0,0.0
dis_공수병,0.0,0.0
dis_말라리아,0.0,0.0
dis_지카바이러스감염증,0.0,0.0
dis_웨스트나일열,0.0,0.0
dis_비브리오패혈증,0.0,0.0
dis_진드기매개뇌염,0.0,0.0
dis_파상풍,0.0,0.0
dis_황열,0.0,0.0
dis_발진열,0.0,0.0
dis_풍진후천성,0.0,0.0
dis_쯔쯔가무시증,0.0,0.0
dis_렙토스피라증,0.0,0.0
dis_브루셀라증,0.0,0.0
dis_풍진선천성,0.0,0.0
dis_레지오넬라증,0.0,0.0
dis_크로이츠펠트-야콥병cjd_및_변종크로이츠펠트-야콥병vcjd,0.0,0.0
dis_일본뇌염,0.0,0.0
dis_치쿤구니야열,0.0,0.0
dis_카바페넴내성장내세균목cre_감염증,0.0,0.0
dis_반코마이신내성황색포도알균vrsa_감염증,0.0,0.0
dis_c형간염,0.0,0.0
dis_e형간염,0.0,0.0
dis_매독선천성,0.0,0.0
dis_엠폭스,0.0,0.0
dis_매독,0.0,0.0
dis_니파바이러스감염증,0.0,0.0
pop_total_avg,0.0,0.0
pop_daytime_avg,0.0,0.0
pop_inflow_avg,0.0,0.0
subway_ride_avg,0.0,0.0
subway_alight_avg,0.0,0.0
subway_total_avg,0.0,0.0
bus_ride_avg,0.0,0.0
bus_alight_avg,0.0,0.0
bus_total_avg,0.0,0.0
hotspot_ppltn_peak,0.0,0.0
hotspot_ppltn_avg,0.0,0.0
school_중학교,0.0,0.0
school_방송통신고등학교,0.0,0.0
school_각종학교초,0.0,0.0
school_평생학교중-2년6학기,0.0,0.0
school_특수학교,0.0,0.0
school_각종학교중,0.0,0.0
school_평생학교초-3년6학기,0.0,0.0
school_고등학교,0.0,0.0
school_외국인학교,0.0,0.0
school_방송통신중학교,0.0,0.0
school_평생학교고-3년6학기,0.0,0.0
school_평생학교고-2년6학기,0.0,0.0
school_고등기술학교,0.0,0.0
school_초등학교,0.0,0.0
school_각종학교고,0.0,0.0
school_공동실습소,0.0,0.0
school_total,0.0,0.0
hospital_상급종합_beds,0.0,0.0
hospital_상급종합_doctors,0.0,0.0
hospital_요양병원_beds,0.0,0.0
hospital_요양병원_doctors,0.0,0.0
hospital_병원_beds,0.0,0.0
hospital_병원_doctors,0.0,0.0
hospital_정신병원_beds,0.0,0.0
hospital_정신병원_doctors,0.0,0.0
hospital_종합병원_beds,0.0,0.0
hospital_종합병원_doctors,0.0,0.0
hospital_total_beds,0.0,0.0
hospital_total_doctors,0.0,0.0
hospital_count,0.0,0.0
emp_workplace_avg,0.0,0.0
emp_monthly_avg,0.0,0.0
hira_visits_avg,0.0,0.0
hira_visits_total,0.0,0.0
hourly_pop_avg,0.0,0.0
hourly_pop_peak,0.0,0.0
fcst_tmp,0.0,0.0
fcst_reh,0.0,0.0
fcst_sky,0.0,0.0
fcst_pty,0.0,0.0
fcst_wsd,0.0,0.0
fcst_pop,0.0,0.0
fcst_pcp,0.0,0.0
sub_rush_ratio,0.0,0.0
sub_night_ratio,0.0,0.0
sub_hourly_total,0.0,0.0
bus_rush_ratio,0.0,0.0
bus_hourly_total,0.0,0.0
sari_count,0.0,0.0
hfmd_rate,0.0,0.0
enterovirus_count,0.0,0.0
hira_inpat_ratio,0.0,0.0
hira_inpat_count,0.0,0.0
hira_seoul_patients,0.0,0.0
hira_seoul_visits,0.0,0.0
child_vax_avg,0.0,0.0
child_vax_min,0.0,0.0
dong_pop_avg,0.0,0.0
dong_pop_std,0.0,0.0
dong_child_ratio,0.0,0.0
dong_elderly_ratio,0.0,0.0
dong_70p_ratio,0.0,0.0
emp_residence_avg,0.0,0.0
rt_road_cong_avg,0.0,0.0
rt_road_spd_avg,0.0,0.0
rt_road_spd_min,0.0,0.0
rt_road_obs_count,0.0,0.0
rt_sub_acml_gton_avg,0.0,0.0
rt_sub_acml_gtoff_avg,0.0,0.0
rt_sub_acml_total_avg,0.0,0.0
rt_sub_30m_gton_avg,0.0,0.0
rt_sub_10m_gton_avg,0.0,0.0
rt_sub_stn_cnt_avg,0.0,0.0
rt_sub_obs_count,0.0,0.0
rt_popdet_ppltn_avg,0.0,0.0
rt_popdet_nonresnt_avg,0.0,0.0
rt_popdet_resnt_avg,0.0,0.0
rt_popdet_highrisk_age,0.0,0.0
rt_popdet_active_age,0.0,0.0
rt_popdet_rate_0_9,0.0,0.0
rt_popdet_rate_70p,0.0,0.0
rt_popdet_male_rate,0.0,0.0
rt_popdet_obs_count,0.0,0.0
rt_fcst_ppltn_max_avg,0.0,0.0
rt_fcst_cong_avg,0.0,0.0
rt_fcst_obs_count,0.0,0.0
rt_spatial_cong_std,0.0,0.0
rt_spatial_crowded_ratio,0.0,0.0
rt_spatial_total_ppltn,0.0,0.0
rt_spatial_nonresnt_std,0.0,0.0
rt_spatial_poi_count,0.0,0.0
rt_spatial_ppltn_gini,0.0,0.0
rt_spatial_road_spd_std,0.0,0.0
rt_spatial_road_spd_cv,0.0,0.0
rt_spatial_sub_total_gton,0.0,0.0
rt_spatial_obs_count,0.0,0.0
rt_temp_weekend_cong,0.0,0.0
rt_temp_weekday_cong,0.0,0.0
rt_temp_nonresnt_morning,0.0,0.0
rt_temp_nonresnt_evening,0.0,0.0
rt_temp_peak_ratio,0.0,0.0
rt_temp_night_ratio,0.0,0.0
rt_temp_ppltn_cv,0.0,0.0
rt_temp_cong_wkend_diff,0.0,0.0
rt_temp_commute_sig,0.0,0.0
rt_temp_collection_density,0.0,0.0
rt_pm10_avg,0.0,0.0
rt_pm25_avg,0.0,0.0
rt_o3_avg,0.0,0.0
rt_no2_avg,0.0,0.0
rt_co_avg,0.0,0.0
rt_air_obs_count,0.0,0.0
rt_sdot_temp_avg,0.0,0.0
rt_sdot_hum_avg,0.0,0.0
rt_sdot_noise_avg,0.0,0.0
rt_sdot_wspd_avg,0.0,0.0
rt_sdot_obs_count,0.0,0.0
gt_tamiflu_lag1,0.0,0.0
gt_pediatric_lag1,0.0,0.0
gt_cold_lag1,0.0,0.0
gt_cough_lag1,0.0,0.0
gt_bodyache_lag1,0.0,0.0
gt_runny_nose_lag1,0.0,0.0
gt_er_lag1,0.0,0.0
gt_influenza_lag1,0.0,0.0
gt_fever_lag1,0.0,0.0
gt_flu_lag1,0.0,0.0
sch_closure_lag1,0.0,0.0
flu_positivity_lag1,0.0,0.0
flu_AH3_share_lag1,0.0,0.0
flu_AH1_share_lag1,0.0,0.0
flu_BVic_share_lag1,0.0,0.0
flu_BYam_share_lag1,0.0,0.0
ili_rate_lag1,0.0,0.0
ili_rate_lag2,0.0,0.0
ili_rate_lag3,0.0,0.0
ili_rate_lag4,0.0,0.0
ili_rate_lag6,0.0,0.0
ili_rate_lag8,0.0,0.0
ili_rate_lag12,0.0,0.0
ili_rate_rmean4,0.0,0.0
ili_rate_rstd4,0.0,0.0
ili_rate_rmin4,0.0,0.0
ili_rate_rmax4,0.0,0.0
ili_rate_rmean8,0.0,0.0
ili_rate_rstd8,0.0,0.0
ili_rate_rmin8,0.0,0.0
ili_rate_rmax8,0.0,0.0
ili_rate_rmean13,0.0,0.0
ili_rate_rstd13,0.0,0.0
ili_rate_rmin13,0.0,0.0
ili_rate_rmax13,0.0,0.0
ili_rate_rmean26,0.0,0.0
ili_rate_rstd26,0.0,0.0
ili_rate_rmin26,0.0,0.0
ili_rate_rmax26,0.0,0.0
ili_rate_diff1,0.0,0.0
ili_rate_diff2,0.0,0.0
ili_rate_diff4,0.0,0.0
ili_rate_lag52,0.0,0.0
ili_rate_ewm_4w,0.0,0.0
ili_rate_ewm_12w,0.0,0.0
ili_rate_ewm_26w,0.0,0.0
fourier_sin_h1,0.0,0.0
fourier_cos_h1,0.0,0.0
fourier_sin_h2,0.0,0.0
fourier_cos_h2,0.0,0.0
fourier_sin_h3,0.0,0.0
fourier_cos_h3,0.0,0.0
ili_age_0_lag1,0.0,0.0
ili_age_0_lag2,0.0,0.0
ili_age_1_6_lag1,0.0,0.0
ili_age_1_6_lag2,0.0,0.0
ili_age_13_18_lag1,0.0,0.0
ili_age_13_18_lag2,0.0,0.0
ili_age_19_49_lag1,0.0,0.0
ili_age_19_49_lag2,0.0,0.0
ili_age_50_64_lag1,0.0,0.0
ili_age_50_64_lag2,0.0,0.0
ili_age_65p_lag1,0.0,0.0
ili_age_65p_lag2,0.0,0.0
ili_age_7_12_lag1,0.0,0.0
ili_age_7_12_lag2,0.0,0.0
ili_rate_lag1_log1p,0.0,0.0
ili_rate_lag2_log1p,0.0,0.0
ili_rate_lag1_qbin,0.0,0.0
ili_rate_lag1_qnorm,0.0,0.0
temp_avg_qbin,0.0,0.0
temp_avg_qnorm,0.0,0.0
ili_rate_lag1_bit0,0.0,0.0
ili_rate_lag1_bit1,0.0,0.0
ili_rate_lag1_bit2,0.0,0.0
ili_rate_lag1_bit3,0.0,0.0
ili_rate_lag1_bit4,0.0,0.0
ili_rate_lag1_bit5,0.0,0.0
ili_rate_lag1_bit6,0.0,0.0
ili_rate_lag1_bit7,0.0,0.0
ili_rate_lag1_bit8,0.0,0.0
ili_rate_lag1_bit9,0.0,0.0
sin_p52,0.0,0.0
cos_p52,0.0,0.0
sin_p26,0.0,0.0
cos_p26,0.0,0.0
sin_p13,0.0,0.0
cos_p13,0.0,0.0
sin_p6_5,0.0,0.0
cos_p6_5,0.0,0.0
sin_month,0.0,0.0
cos_month,0.0,0.0
ili_rate_lag1_wavelet4,0.0,0.0
ili_rate_lag1_wavelet8,0.0,0.0
ili_rate_lag1_wavelet16,0.0,0.0
cold_ili,0.0,0.0
humid_ili,0.0,0.0
subway_ili,0.0,0.0
bus_ili,0.0,0.0
rt_subcrowd_ili,0.0,0.0
rt_roadcong_ili,0.0,0.0
rt_nonresnt_ili,0.0,0.0
rt_highrisk_ili,0.0,0.0
above_threshold,0.0,0.0
consec_rise,0.0,0.0
season_cum_ili,0.0,0.0
mr_month_avg,0.0,0.0
mr_month_max,0.0,0.0
mr_month_std,0.0,0.0
mr_quarter_avg,0.0,0.0
mr_quarter_max,0.0,0.0
mr_quarter_trend,0.0,0.0
mr_prev_season_mean,0.0,0.0
mr_season_ratio,0.0,0.0
mr_yoy_ratio,0.0,0.0
mr_yoy_diff,0.0,0.0
mr_trend_26w,0.0,0.0
mr_trend_26w_diff,0.0,0.0
ili_rate_hilbert_amp_w13,0.0,0.0
ili_rate_hilbert_phase_w13,0.0,0.0
ili_rate_hilbert_freq_w13,0.0,0.0
ili_rate_hilbert_amp_w26,0.0,0.0
ili_rate_hilbert_phase_w26,0.0,0.0
ili_rate_hilbert_freq_w26,0.0,0.0
ili_rate_imf1_w26,0.0,0.0
ili_rate_imf2_w26,0.0,0.0
ili_rate_imf3_w26,0.0,0.0
ili_rate_takens_d1_t4,0.0,0.0
ili_rate_takens_d2_t4,0.0,0.0
ili_rate_takens_d3_t4,0.0,0.0
ili_rate_takens_nn_dist_t4,0.0,0.0
ili_rate_perment_w13,0.0,0.0
ili_rate_perment_w26,0.0,0.0
ili_rate_spec_ent_w26,0.0,0.0
ili_rate_fft_slope_w26,0.0,0.0
ili_rate_spec_ent_w52,0.0,0.0
ili_rate_fft_slope_w52,0.0,0.0
ili_rate_hjorth_act_w13,0.0,0.0
ili_rate_hjorth_mob_w13,0.0,0.0
ili_rate_hjorth_cmp_w13,0.0,0.0
ili_rate_hjorth_act_w26,0.0,0.0
ili_rate_hjorth_mob_w26,0.0,0.0
ili_rate_hjorth_cmp_w26,0.0,0.0
ili_rate_catch22_f1_mean_diff_w26,0.0,0.0
ili_rate_catch22_f2_std_diff_w26,0.0,0.0
ili_rate_catch22_f3_zero_cross_w26,0.0,0.0
ili_rate_catch22_f4_longest_above_w26,0.0,0.0
ili_rate_catch22_f5_skew_w26,0.0,0.0
ili_rate_catch22_f6_kurt_w26,0.0,0.0
ili_rate_catch22_f7_acf1_w26,0.0,0.0
ili_rate_quantum_cos_q0,0.0,0.0
ili_rate_quantum_sin_q0,0.0,0.0
ili_rate_quantum_cos_q1,0.0,0.0
ili_rate_quantum_sin_q1,0.0,0.0
ili_rate_quantum_cos_q2,0.0,0.0
ili_rate_quantum_sin_q2,0.0,0.0
ili_rate_quantum_cos_q3,0.0,0.0
ili_rate_quantum_sin_q3,0.0,0.0
ili_rate_quantum_zz_q01,0.0,0.0
ili_rate_quantum_zz_q12,0.0,0.0
ili_rate_quantum_zz_q23,0.0,0.0
ili_rate_stl_trend_w104,0.0,0.0
ili_rate_stl_seasonal_w104,0.0,0.0
ili_rate_stl_resid_w104,0.0,0.0
ili_rate_savgol_smooth_w9,0.0,0.0
ili_rate_savgol_deriv_w9,0.0,0.0
ili_rate_savgol_smooth_w17,0.0,0.0
ili_rate_savgol_deriv_w17,0.0,0.0
ili_rate_hampel_outlier_w13,0.0,0.0
ili_rate_hampel_deviation_w13,0.0,0.0
ili_rate_hampel_cleaned_w13,0.0,0.0
ili_rate_paa_s0_w26,0.0,0.0
ili_rate_sax_s0_w26,0.0,0.0
ili_rate_paa_s1_w26,0.0,0.0
ili_rate_sax_s1_w26,0.0,0.0
ili_rate_paa_s2_w26,0.0,0.0
ili_rate_sax_s2_w26,0.0,0.0
ili_rate_paa_s3_w26,0.0,0.0
ili_rate_sax_s3_w26,0.0,0.0
season_idx,0.0,0.0
season_norm,0.0,0.0
